Region,Country,State,City,Hotel Name,Address,Rating,Number of Reviews,Weighted rating of each unique hotel,Average rating of this brand,Place ID,Google Maps Link,Loyalty Program,Number of hotels of this brand in the program,Corporation,Segment,Total hotels of Corporation / Loyalty Program in this region,Total hotels of Corporation / Loyalty Program in this country,Total hotels of brand in this region,Total hotels of brand in this country,Hotel Brand,Vibe Keywords,Travel Purpose Keywords
North America,United States,IL,Chicago,Hilton Garden Inn Chicago Downtown South Loop,"55 E 11th St, Chicago, IL 60605, United States",4,883,"2,946452265","4,186748466",ChIJR6R40E8tDogR02nKet8pzvQ,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Chicago,Hilton Garden Inn Chicago Downtown/Magnificent Mile,"10 E Grand Ave, Chicago, IL 60611, United States",4,2301,"3,362105319","4,186748466",ChIJi4emla0sDogRqSznxCiJFk0,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Chicago,Hilton Garden Inn Chicago McCormick Place,"123 E Cermak Rd Suite 300, Chicago, IL 60616, United States","4,1",1074,"3,107193676","4,186748466",ChIJYWgIhn4sDogR3qnsfo4HNGQ,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Des Plaines,Hilton Garden Inn Chicago OHare Airport,"2930 S River Rd, Des Plaines, IL 60018, United States","4,4",2001,"3,63161048","4,186748466",ChIJhz8-xSK2D4gRjh5geekDP4I,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Evanston,Hilton Garden Inn Chicago North Shore/Evanston,"1818 Maple Ave, Evanston, IL 60201, United States","4,2",794,"3,045385485","4,186748466",ChIJNTSZLwnQD4gR1wMmC0JyWaE,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Hoffman Estates,Hilton Garden Inn Hoffman Estates,"2425 Barrington Rd, Hoffman Estates, IL 60195, United States","4,2",994,"3,147714235","4,186748466",ChIJp-FnWt-nD4gRflJCMqBZQW8,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Lake Forest,Hilton Garden Inn Lake Forest Mettawa,"26225 Riverwoods Blvd, Lake Forest, IL 60045, United States","4,4",800,"3,193995768","4,186748466",ChIJ4U5svqSVD4gRroCMxYAxZy0,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Oakbrook Terrace,Hilton Garden Inn Chicago/Oakbrook Terrace,"1000 Drury Ln, Oakbrook Terrace, IL 60181, United States",4,837,"2,923244019","4,186748466",ChIJR5CmSGBMDogRB9AAn8Q6N6g,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Rockford,Hilton Garden Inn Rockford,"7675 Walton St, Rockford, IL 61108, United States","4,3",1102,"3,270768676","4,186748466",ChIJz-JQ3Uy4CIgRJmK93fnKzoI,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Schaumburg,Hilton Garden Inn Schaumburg,"1191 Woodfield Rd, Schaumburg, IL 60173, United States","4,3",1096,"3,268222125","4,186748466",ChIJdxbDwp-vD4gRH6cy_lBLNvA,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Springfield,"Hilton Garden Inn Springfield, IL","3100 S Dirksen Pkwy, Springfield, IL 62703, United States",4,895,"2,95230801","4,186748466",ChIJhysgP8c7dYgRPnK_98QVjHw,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,St. Charles,Hilton Garden Inn St. Charles,"4070 E Main St, St. Charles, IL 60174, United States","4,2",556,"2,883147955","4,186748466",ChIJE4FVtRACD4gRWl8pqHpNf2g,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Tinley Park,Hilton Garden Inn Chicago/Tinley Park,"18335 LaGrange Rd, Tinley Park, IL 60487, United States","3,9",866,"2,86456862","4,186748466",ChIJTw1Fnc4UDogR-bSHArwnXao,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Warrenville,Hilton Garden Inn Naperville/Warrenville,"28351 Dodge Dr, Warrenville, IL 60555, United States","4,2",748,"3,018205909","4,186748466",ChIJvzEpTpn4DogRPzXEGecjNp0,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IL,Chicago,Hyatt Regency Chicago,"151 E Wacker Dr, Chicago, IL 60601, United States","4,4",10950,"4,443399157","4,318333333",ChIJR3RYJKksDogR72dJV-gaDIg,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,621,586,111,101,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
North America,United States,IL,Chicago,Hyatt Regency McCormick Place Chicago,"2233 S Martin Luther King Dr, Chicago, IL 60616, United States","4,4",6441,"4,189922793","4,318333333",ChIJfQDvnIArDogRaDapzLc3u9s,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,621,586,111,101,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
North America,United States,IL,Deerfield,Hyatt Regency Deerfield,"1750 Lake Cook Rd, Deerfield, IL 60015, United States","4,1",1152,"3,13837504","4,318333333",ChIJA4Q9aUG_D4gRa061BQAQYVQ,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,621,586,111,101,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
North America,United States,IL,Lisle,Hyatt Regency Lisle near Naperville,"1400 Corporetum Dr, Lisle, IL 60532, United States","3,9",1839,"3,183197377","4,318333333",ChIJR_mktUdRDogR8TAU5S0pmVM,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,621,586,111,101,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
North America,United States,IL,Rosemont,Hyatt Regency O'Hare Chicago,"9300 W Bryn Mawr Ave, Rosemont, IL 60018, United States","4,4",7482,"4,26148332","4,318333333",ChIJU__sDQe2D4gRfM7AVzKBMDE,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,621,586,111,101,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
North America,United States,IL,Schaumburg,"Hyatt Regency Schaumburg, Chicago","1800 E Golf Rd, Schaumburg, IL 60173, United States","4,1",3248,"3,599543454","4,318333333",ChIJBUQ4j5KvD4gRrrzcOXnjifU,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,621,586,111,101,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
North America,United States,IN,Merrillville,Hilton Garden Inn Merrillville,"7775 Mississippi St, Merrillville, IN 46410, United States",4,1031,"3,013679697","4,186748466",ChIJEzd89LvuEYgR25UnyMERN4w,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,2409,2264,591,556,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
North America,United States,IN,Bloomington,Quality Inn Bloomington Near University,"1100 W Rappel Ave, Bloomington, IN 47404, United States","3,8",508,"2,571381893","3,604646176",ChIJsWPiQ9NgbIgRKyxE5O_WXqA,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Brownsburg,Quality Inn & Suites Brownsburg - Indianapolis West,"31 Maplehurst Dr, Brownsburg, IN 46112, United States","3,5",500,"2,36235801","3,604646176",ChIJxZJR-sCtbIgRwYKTVJza7_o,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Columbus,Quality Inn & Suites,"161 Carrie Ln, Columbus, IN 47201, United States","2,8",421,"1,837718716","3,604646176",ChIJkyxY-A-fa4gRUaqub-MFnQ8,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Evansville,Quality Inn & Suites,"19622 Elpers Rd, Evansville, IN 47725, United States","3,9",396,"2,533820744","3,604646176",ChIJxyrBWWTYcYgRBKXiqnEGEYM,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Evansville,Quality Inn & Suites Evansville Downtown,"703 N First Ave, Evansville, IN 47710, United States","3,8",224,"2,234573392","3,604646176",ChIJYUHhksfVcYgRJZjg9-pNlyY,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Evansville,Quality Inn East,"5006 E Morgan Ave, Evansville, IN 47715, United States","3,8",359,"2,428487376","3,604646176",ChIJuZGH1gcrbogR0DNzvL7hbw4,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Ferdinand,Quality Inn & Suites,"440 Main St, Ferdinand, IN 47532, United States","3,5",413,"2,289875298","3,604646176",ChIJmQZ0Wcr1bogRMj5twnXX4bw,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Fort Wayne,Quality Inn,"1734 W Washington Center Rd, Fort Wayne, IN 46818, United States","3,7",558,"2,541355922","3,604646176",ChIJAQAAAMDgFYgRmsiTwg6JuvQ,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Goshen,Quality Inn & Suites,"1930 Lincolnway E, Goshen, IN 46526, United States","3,8",720,"2,715038501","3,604646176",ChIJ31RWkwjtFogRK9xC_o5bbOM,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Greenfield,Quality Inn & Suites Greenfield I-70,"2270 N State St, Greenfield, IN 46140, United States","3,8",643,"2,668441574","3,604646176",ChIJYcAy-vwxa4gRX3fqSaR3jbE,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Indianapolis,Quality Inn & Suites,"5011 Lafayette Rd, Indianapolis, IN 46254, United States","2,9",529,"1,975100005","3,604646176",ChIJoS1suP5Va4gRNyaG4Dkhr1g,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Indianapolis,Quality Inn & Suites,"4345 Southport Crossings Way, Indianapolis, IN 46237, United States","2,6",29,"0,9601288156","3,604646176",ChIJFRBjPFNDa4gRqBzeTHgmXk0,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Indianapolis,Quality Inn & Suites Airport,"2631 S Lynhurst Dr, Indianapolis, IN 46241, United States","1,9",88,"0,9259602532","3,604646176",ChIJO_9-6nBYa4gRNPAVIYkS46Q,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Indianapolis,Quality Inn & Suites Southport,"4450 Southport Crossing Dr, Indianapolis, IN 46237, United States","3,2",537,"2,184625821","3,604646176",ChIJLc2LkFRDa4gRqJe-FPdAQdA,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Indianapolis,Quality Inn Castleton,"8380 Kelly Ln, Indianapolis, IN 46250, United States","3,6",765,"2,595805893","3,604646176",ChIJMaqZKUlNa4gRNZYCGddV2OI,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Indianapolis,Quality Inn South,"4502 S Harding St, Indianapolis, IN 46217, United States","3,1",843,"2,267915396","3,604646176",ChIJQYBM225Za4gRh-y4or89VsA,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Indianapolis,Quality Suites,"55 S High School Rd, Indianapolis, IN 46241, United States","3,3",26,"1,180875105","3,604646176",ChIJ2xMp4A6obIgRvY0O12SslXk,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Lawrenceburg,Quality Inn & Suites,"765 E Eads Pkwy, Lawrenceburg, IN 47025, United States","3,3",542,"2,256209859","3,604646176",ChIJhToTztrWQYgRkdnWotbpu4U,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Lebanon,Quality Inn & Suites Lebanon I-65,"210 Sam Ralston Rd, Lebanon, IN 46052, United States","3,7",415,"2,422661331","3,604646176",ChIJF7vA2tlOE4gRC0BMUwQD4To,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Mishawaka,Quality Inn Mishawaka - South Bend,"535 W University Dr, Mishawaka, IN 46545, United States","3,2",173,"1,792439399","3,604646176",ChIJAfuDUSLSFogRoEB7kkwFwDU,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Noblesville,Quality Inn Noblesville-Indianapolis,"17070 Dragonfly Dr, Noblesville, IN 46060, United States","3,5",514,"2,372831325","3,604646176",ChIJew-IxyC3FIgREvlcnDn7KEI,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Plainfield,Quality Inn Plainfield - Indianapolis Airport,"6105 Cambridge Way, Plainfield, IN 46168, United States","3,4",459,"2,263344157","3,604646176",ChIJOzoQmYijbIgR6292HSjPbYc,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Portage,Quality Inn & Suites,"2300 Willowcreek Rd, Portage, IN 46368, United States","3,6",690,"2,555530243","3,604646176",ChIJf5FVoMq_EYgR4L9D0dWCWGE,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Roseland,Quality Inn South Bend near Notre Dame,"425 N Dixie Way, Roseland, IN 46637, United States","3,9",162,"2,156882914","3,604646176",ChIJI7Ap78nSFogR_IM4TKhxSN4,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,South Bend,Quality Inn & Suites South Bend Airport,"4124 Lincoln Way W, South Bend, IN 46628, United States","3,6",533,"2,454787131","3,604646176",ChIJGcUuta7SFogRhR5t9tOsw9A,Відкрити в Google Maps,Choice Privileges,1399,Choice Hotels,Comfort,3747,3695,1399,1399,Quallity Inn Hotels,"Practical & economical, cozy & family-friendly, basic comfort, predictable quality, affordable reliability, functional simplicity, pragmatic service, reasonable economy","Short Stays: convenient location, quick check-in, practical comfort; Family Travel: affordable leisure, basic amenities"
North America,United States,IN,Anderson,Comfort Inn Anderson,"2229 E 59th St, Anderson, IN 46013, United States","3,8",676,"2,689059235","3,969991475",ChIJzaBAi3nXFIgREQM6Mza5M1o,Відкрити в Google Maps,Choice Privileges,1173,Choice Hotels,Comfort,3747,3695,1173,1173,Comfort Inn Hotels,"Cozy & family-friendly, practical & economical, warm atmosphere, friendly hospitality, simple reliability, proven comfort, family orientation, conscientious quality","Family Travel: child-friendly, warm hospitality, comfortable family leisure; Short Stays: affordable convenience"
North America,United States,IN,Avon,Comfort Inn Avon-Indianapolis West,"8229 E US Hwy 36, Avon, IN 46123, United States","3,8",414,"2,487145692","3,969991475",ChIJCft8on-vbIgRwgaVHOmU-vo,Відкрити в Google Maps,Choice Privileges,1173,Choice Hotels,Comfort,3747,3695,1173,1173,Comfort Inn Hotels,"Cozy & family-friendly, practical & economical, warm atmosphere, friendly hospitality, simple reliability, proven comfort, family orientation, conscientious quality","Family Travel: child-friendly, warm hospitality, comfortable family leisure; Short Stays: affordable convenience"
North America,United States,IN,Bloomington,Comfort Inn Bloomington near University,"1700 N Kinser Pike, Bloomington, IN 47404, United States","3,6",435,"2,37553784","3,969991475",ChIJ823_JtVmbIgRYgv59_7uJlo,Відкрити в Google Maps,Choice Privileges,1173,Choice Hotels,Comfort,3747,3695,1173,1173,Comfort Inn Hotels,"Cozy & family-friendly, practical & economical, warm atmosphere, friendly hospitality, simple reliability, proven comfort, family orientation, conscientious quality","Family Travel: child-friendly, warm hospitality, comfortable family leisure; Short Stays: affordable convenience"
North America,United States,IN,Bluffton,Comfort Inn Near Ouabache State Park,"1782 N Main St, Bluffton, IN 46714, United States","4,1",230,"2,422702279","3,969991475",ChIJ3WDNTWaRFYgRAaVZ0-rtobo,Відкрити в Google Maps,Choice Privileges,1173,Choice Hotels,Comfort,3747,3695,1173,1173,Comfort Inn Hotels,"Cozy & family-friendly, practical & economical, warm atmosphere, friendly hospitality, simple reliability, proven comfort, family orientation, conscientious quality","Family Travel: child-friendly, warm hospitality, comfortable family leisure; Short Stays: affordable convenience"
North America,United States,IN,Clarksville,Comfort Inn & Suites Clarksville - Louisville North,"1485 Broadway St, Clarksville, IN 47129, United States",4,45,"1,662757832","3,969991475",ChIJ78NlGkBzaYgRMwvKOGRZLDY,Відкрити в Google Maps,Choice Privileges,1173,Choice Hotels,Comfort,3747,3695,1173,1173,Comfort Inn Hotels,"Cozy & family-friendly, practical & economical, warm atmosphere, friendly hospitality, simple reliability, proven comfort, family orientation, conscientious quality","Family Travel: child-friendly, warm hospitality, comfortable family leisure; Short Stays: affordable convenience"
North America,United States,IN,Crawfordsville,Comfort Inn,"2991 Gandhi Dr, Crawfordsville, IN 47933, United States","4,2",463,"2,79984388","3,969991475",ChIJ33v19NvXEogRwf5dDYuhGE0,Відкрити в Google Maps,Choice Privileges,1173,Choice Hotels,Comfort,3747,3695,1173,1173,Comfort Inn Hotels,"Cozy & family-friendly, practical & economical, warm atmosphere, friendly hospitality, simple reliability, proven comfort, family orientation, conscientious quality","Family Travel: child-friendly, warm hospitality, comfortable family leisure; Short Stays: affordable convenience"
